carat	cut	color	clarity	depth	table	price	x	y	z
2.01	Premium	I	VS2	59.5	60.0	13003	8.26	8.21	4.9
0.4	Very Good	F	SI1	62.8	59.0	737	4.71	4.72	2.96
0.42	Premium	G	VS2	62.0	58.0	847	4.77	4.81	2.97
0.45	Ideal	F	SI1	60.8	56.0	930	4.97	4.93	3.01
0.82	Ideal	G	SI2	61.0	55.0	2165	6.04	5.99	3.67
0.3	Premium	J	VS2	60.6	59.0	368	4.34	4.38	2.64
0.38	Ideal	F	VVS2	61.0	57.0	1117	4.69	4.72	2.87
0.72	Good	G	VS2	59.7	60.5	2776	5.8	5.84	3.47
0.52	Ideal	G	VVS2	59.8	57.0	2012	5.26	5.24	3.14
1.53	Ideal	G	VS1	60.6	54.0	13926	7.49	7.47	4.53
1.01	Very Good	D	SI1	63.3	57.0	5622	6.33	6.37	4.02
0.53	Ideal	F	VVS2	61.3	56.0	2291	5.21	5.24	3.2
0.7	Ideal	H	SI2	61.6	56.0	2202	5.69	5.71	3.51
0.32	Very Good	E	VVS1	60.9	58.0	931	4.49	4.45	2.72
0.51	Good	F	SI1	64.0	57.0	1186	5.01	5.06	3.22
0.9	Fair	D	SI2	64.9	57.0	3473	6.03	5.98	3.9
0.5	Very Good	D	SI1	62.8	53.0	1436	5.04	5.08	3.18
0.32	Premium	I	VS1	59.8	60.0	648	4.46	4.44	2.66
0.32	Ideal	I	VVS1	61.9	55.0	756	4.4	4.39	2.72
0.7	Premium	D	SI2	58.6	60.0	1848	5.89	5.78	3.42
0.5	Ideal	G	SI1	62.5	57.0	1240	5.09	5.05	3.17
0.91	Very Good	J	VS1	63.5	55.0	3082	6.22	6.12	3.92
0.91	Ideal	I	VVS2	60.6	57.0	4663	6.25	6.27	3.79
0.33	Premium	E	SI1	59.6	60.0	545	4.51	4.48	2.68
0.46	Very Good	F	VS2	59.9	55.0	1258	5.06	5.08	3.04
1.62	Premium	J	SI1	62.0	60.0	8183	7.52	7.44	4.64
0.82	Ideal	E	SI2	62.1	56.0	2937	6.01	5.98	3.72
1.0	Ideal	G	VS2	62.3	56.0	5824	6.38	6.36	3.97
1.01	Premium	G	VS1	62.6	59.0	6499	6.38	6.46	4.02
0.3	Ideal	F	SI1	62.3	54.0	641	4.3	4.27	2.67
0.34	Premium	G	VS2	61.0	58.0	765	4.49	4.46	2.73
0.7	Very Good	F	SI1	63.5	56.0	2401	5.58	5.66	3.57
2.06	Premium	I	SI2	60.1	58.0	14982	8.32	8.26	4.98
1.02	Premium	E	VVS1	61.5	59.0	11062	6.41	6.46	3.96
1.0	Premium	I	SI2	62.5	56.0	3780	6.38	6.3	3.96
0.73	Premium	E	SI1	62.7	58.0	2703	5.76	5.7	3.59
0.38	Premium	F	SI1	62.0	58.0	838	4.63	4.6	2.86
0.71	Good	G	VS2	64.2	58.0	2623	5.62	5.59	3.6
0.3	Premium	F	VS2	61.5	60.0	605	4.26	4.29	2.63
1.11	Very Good	F	VS1	62.1	58.0	8233	6.63	6.7	4.14
0.39	Ideal	F	VS2	62.3	55.0	971	4.69	4.71	2.93
2.0	Premium	F	SI1	62.6	59.0	18493	8.1	8.04	5.05
0.42	Premium	G	SI1	62.7	59.0	920	4.75	4.72	2.97
0.94	Premium	F	SI2	62.6	57.0	3869	6.27	6.25	3.92
1.07	Ideal	E	VVS2	61.7	57.0	10104	6.55	6.61	4.06
0.71	Ideal	I	IF	61.7	59.0	2701	5.7	5.74	3.53
0.5	Very Good	H	VS2	62.3	56.0	1337	5.06	5.11	3.17
0.24	Very Good	E	VS2	63.5	53.0	419	3.96	3.98	2.52
0.8	Ideal	I	VS1	62.6	54.0	2842	5.92	5.96	3.72
0.36	Ideal	I	VS1	60.5	57.0	568	4.56	4.59	2.77
1.51	Premium	J	VS1	61.8	61.0	8524	7.26	7.21	4.47
1.01	Good	I	SI1	63.6	55.0	3959	6.39	6.31	4.04
1.29	Ideal	G	VVS2	62.4	57.0	10614	6.94	6.97	4.34
1.5	Very Good	G	VS2	61.1	60.0	13528	7.4	7.3	4.49
0.54	Ideal	E	VS2	61.8	55.0	1567	5.22	5.26	3.24
1.2	Ideal	F	VS2	61.2	53.0	8588	6.88	6.85	4.2
1.23	Premium	J	VVS2	61.2	57.0	5768	6.92	6.86	4.22
0.7	Ideal	F	VS1	62.4	55.0	2993	5.65	5.7	3.54
0.5	Very Good	D	VS2	61.1	58.0	1565	5.09	5.18	3.14
0.9	Ideal	G	SI1	61.6	58.0	4008	6.16	6.21	3.81
0.7	Very Good	G	VS1	61.0	57.0	2591	5.69	5.72	3.48
0.31	Ideal	F	SI1	60.5	57.0	516	4.4	4.43	2.67
0.33	Premium	G	VVS1	60.4	59.0	1114	4.47	4.44	2.69
2.0	Premium	F	SI2	61.5	59.0	11413	8.03	7.95	4.92
0.29	Very Good	G	VVS2	61.6	56.0	541	4.24	4.28	2.63
2.04	Ideal	J	SI1	59.1	59.0	12554	8.29	8.24	4.88
0.3	Premium	D	VS2	62.0	58.0	911	4.32	4.29	2.67
0.58	Ideal	G	VS1	60.1	55.0	1830	5.44	5.4	3.26
1.5	Premium	E	VS1	62.5	58.0	16023	7.21	7.28	4.53
0.4	Premium	D	SI2	59.9	60.0	666	4.74	4.78	2.85
0.4	Ideal	D	SI1	61.8	55.0	772	4.74	4.78	2.94
0.32	Good	F	VVS2	62.5	61.0	619	4.32	4.38	2.72
0.86	Very Good	H	SI1	59.7	59.0	3228	6.14	6.23	3.69
1.07	Ideal	I	SI1	61.7	56.0	5093	6.59	6.57	4.06
1.3	Premium	D	SI2	60.2	59.0	7002	7.0	7.05	4.23
1.01	Premium	G	VS2	60.7	61.0	5864	6.46	6.42	3.91
1.02	Ideal	G	VS2	62.6	58.0	5915	6.43	6.39	4.01
2.33	Very Good	I	SI1	60.7	56.0	18119	8.55	8.61	5.21
0.51	Premium	E	SI1	58.8	58.0	1443	5.28	5.23	3.09
0.9	Good	F	SI1	58.0	58.0	3699	6.24	6.28	3.63
1.01	Premium	I	SI2	59.4	57.0	3971	6.59	6.57	3.91
0.71	Ideal	J	SI1	61.6	57.0	1889	5.72	5.75	3.53
0.7	Fair	H	VS2	67.8	56.0	2351	5.42	5.38	3.66
0.3	Ideal	E	VVS2	61.9	57.0	789	4.28	4.32	2.66
0.33	Ideal	G	IF	62.1	56.0	984	4.41	4.44	2.75
0.3	Ideal	E	VS1	60.7	57.0	710	4.31	4.36	2.63
0.34	Premium	D	SI1	59.7	59.0	626	4.54	4.57	2.72
1.2	Very Good	G	SI2	62.5	57.0	5250	6.73	6.84	4.24
0.41	Ideal	F	VS2	62.7	57.0	863	4.73	4.78	2.98
1.52	Ideal	I	VS1	61.8	55.0	10851	7.38	7.41	4.57
0.26	Ideal	E	VVS2	62.5	55.0	724	4.09	4.07	2.55
0.3	Very Good	E	VVS1	62.6	56.0	862	4.26	4.27	2.67
1.22	Good	I	VS1	59.2	61.0	6713	7.01	6.95	4.13
0.42	Ideal	D	VVS1	61.6	56.0	1621	4.82	4.79	2.96
0.3	Premium	G	VVS2	62.6	58.0	878	4.29	4.27	2.68
1.01	Fair	E	SI1	65.6	59.0	4106	6.22	6.18	4.07
0.35	Very Good	H	VVS2	62.5	58.0	706	4.48	4.51	2.81
0.4	Ideal	F	VVS2	61.1	57.0	1039	4.8	4.73	2.91
0.5	Ideal	G	VS2	60.9	58.0	1449	5.1	5.12	3.11
0.53	Very Good	E	VS2	62.3	56.7	1857	5.19	5.23	3.25
1.01	Good	G	VS1	57.7	63.0	6613	6.55	6.65	3.81
1.02	Very Good	H	SI2	62.6	60.0	4229	6.3	6.38	3.97
2.15	Premium	H	I1	62.9	57.0	6357	8.25	8.2	5.18
1.04	Very Good	H	VS2	60.9	58.0	5447	6.5	6.6	3.99
1.02	Ideal	J	VS2	62.0	56.0	4485	6.42	6.45	3.99
0.3	Good	D	SI2	60.8	65.0	536	4.29	4.26	2.6
0.59	Very Good	H	VS2	61.8	56.0	1552	5.37	5.41	3.33
0.4	Premium	G	VVS2	61.3	59.0	980	4.78	4.74	2.92
1.04	Premium	H	VS2	60.4	59.0	5674	6.51	6.66	3.98
0.35	Ideal	I	VVS1	61.6	55.0	628	4.55	4.58	2.81
1.55	Ideal	F	SI2	61.9	55.0	10937	7.44	7.4	4.6
0.71	Very Good	H	VS1	62.6	58.0	2423	5.72	5.75	3.59
0.35	Ideal	G	VVS2	62.1	56.0	1024	4.51	4.47	2.79
0.27	Good	E	VS1	57.5	63.0	377	4.24	4.28	2.45
0.7	Fair	G	SI1	68.4	58.0	1915	5.59	5.55	3.61
0.7	Very Good	H	VS2	62.9	58.0	2276	5.6	5.65	3.54
0.23	Very Good	F	VVS1	63.2	58.0	505	3.89	3.93	2.47
1.06	Good	I	VS1	57.5	62.0	5293	6.71	6.83	3.9
0.3	Premium	H	VS1	61.0	58.0	526	4.28	4.31	2.62
1.0	Very Good	H	VS2	63.3	53.0	5000	6.42	6.37	4.05
1.02	Good	F	VS2	64.2	59.0	6397	6.4	6.28	4.07
1.04	Ideal	G	VVS2	61.5	57.0	9465	6.51	6.54	4.01
0.33	Ideal	E	VVS1	61.7	56.0	984	4.42	4.46	2.74
1.65	Very Good	G	SI2	62.2	58.0	9791	7.55	7.62	4.72
0.31	Ideal	G	VS1	62.3	54.0	600	4.35	4.38	2.72
0.3	Premium	H	VS1	62.6	59.0	526	4.26	4.3	2.68
0.55	Ideal	F	VVS1	62.2	57.0	2569	5.25	5.27	3.27
0.9	Very Good	E	SI1	59.8	58.0	4165	6.21	6.26	3.73
2.0	Premium	H	SI1	63.0	56.0	18371	7.98	7.93	5.01
1.23	Premium	I	VS1	61.6	58.0	5632	6.9	6.84	4.23
0.31	Ideal	H	VVS2	62.3	55.0	625	4.36	4.37	2.72
0.83	Ideal	E	VS2	61.3	56.0	4271	6.06	6.08	3.72
0.3	Premium	E	VS1	61.3	59.0	710	4.28	4.33	2.64
1.55	Good	G	I1	63.6	58.0	4965	7.34	7.29	4.65
0.41	Very Good	G	SI1	62.5	57.0	719	4.69	4.72	2.94
1.12	Premium	H	SI1	62.0	56.0	5291	6.68	6.61	4.12
1.19	Ideal	I	VS1	61.6	56.0	7328	6.81	6.83	4.2
0.32	Very Good	G	VVS1	61.9	58.0	842	4.36	4.39	2.71
1.01	Premium	G	SI1	58.8	58.0	4395	6.59	6.51	3.85
0.7	Ideal	H	SI1	61.8	53.0	2499	5.71	5.74	3.54
0.31	Ideal	F	VVS1	62.3	54.0	815	4.38	4.39	2.73
0.32	Premium	D	VS2	61.7	59.0	758	4.38	4.43	2.72
0.28	Very Good	H	VVS1	59.9	62.0	504	4.23	4.28	2.55
0.78	Ideal	D	SI2	61.3	56.0	2722	5.95	5.99	3.66
0.33	Ideal	E	VS2	60.6	55.0	928	4.5	4.48	2.72
0.33	Very Good	E	VS1	61.6	56.0	781	4.43	4.46	2.74
0.33	Premium	H	VS2	62.4	58.0	668	4.42	4.39	2.75
0.7	Premium	E	VS1	60.3	58.0	2930	5.7	5.74	3.45
0.65	Good	E	VS2	57.8	61.2	2406	5.72	5.78	3.32
0.9	Very Good	J	VS2	63.5	56.0	3145	6.12	6.1	3.88
1.02	Premium	G	SI1	61.4	55.0	4273	6.51	6.48	3.99
0.35	Ideal	H	VS1	62.0	56.0	788	4.56	4.54	2.82
0.3	Ideal	D	VS2	62.3	54.0	911	4.33	4.3	2.69
1.01	Good	G	SI1	63.6	57.0	4672	6.37	6.33	4.04
1.25	Very Good	I	SI1	62.1	58.0	5699	6.86	6.9	4.27
0.37	Ideal	J	VS1	62.4	55.0	624	4.64	4.59	2.88
1.5	Premium	H	SI2	62.3	60.0	8645	7.3	7.22	4.52
0.3	Ideal	E	VVS2	60.7	57.0	622	4.36	4.41	2.66
0.43	Premium	D	SI1	61.2	60.0	993	4.84	4.8	2.95
0.73	Premium	F	I1	59.3	61.0	1207	5.88	5.75	3.46
0.47	Ideal	G	SI2	61.3	56.0	784	4.98	5.01	3.06
0.32	Very Good	D	SI1	62.9	56.0	550	4.38	4.4	2.76
1.11	Ideal	F	SI2	61.7	55.0	4942	6.66	6.63	4.1
1.11	Very Good	D	VVS1	62.5	58.0	12200	6.67	6.6	4.15
0.3	Ideal	G	VS1	60.4	55.0	637	4.38	4.41	2.66
0.55	Premium	G	VS2	59.6	59.0	1448	5.32	5.36	3.18
2.02	Ideal	H	SI2	63.0	57.0	15974	8.01	8.06	5.06
0.27	Very Good	E	VVS1	62.4	55.0	591	4.18	4.22	2.62
1.78	Ideal	F	VS2	60.9	56.0	18128	7.85	7.88	4.79
1.01	Ideal	G	SI2	61.7	56.0	4260	6.47	6.43	3.98
0.46	Very Good	D	VS2	60.9	58.0	1326	4.94	4.97	3.02
0.73	Ideal	E	VS1	62.3	56.0	3370	5.75	5.8	3.6
0.3	Premium	G	VVS2	62.3	59.0	878	4.29	4.25	2.66
0.33	Premium	H	VS2	62.3	58.0	521	4.38	4.41	2.74
0.54	Good	D	VS1	63.2	56.0	1939	5.21	5.23	3.3
0.51	Ideal	I	SI2	61.3	55.0	991	5.18	5.19	3.18
0.29	Ideal	J	VS1	61.8	56.0	435	4.23	4.26	2.62
1.01	Good	E	SI1	64.3	59.0	4766	6.31	6.34	4.07
0.7	Premium	J	SI1	62.8	59.0	1844	5.65	5.6	3.53
0.32	Very Good	E	VS1	62.9	57.0	661	4.36	4.39	2.75
0.58	Good	G	VS2	63.2	58.0	1287	5.36	5.28	3.36
0.9	Very Good	H	SI2	64.1	59.0	3255	5.97	6.07	3.86
1.03	Very Good	G	SI1	59.4	60.0	5353	6.61	6.66	3.94
0.7	Premium	G	VS2	61.7	58.0	2317	5.68	5.73	3.52
0.58	Very Good	H	SI1	63.3	56.0	1332	5.34	5.31	3.37
1.01	Ideal	G	VS1	62.7	56.0	6951	6.4	6.35	4.0
1.5	Very Good	H	VS2	63.4	57.0	10206	7.27	7.2	4.59
1.03	Premium	H	SI2	62.0	60.0	3749	6.47	6.41	4.0
0.3	Ideal	F	VVS1	62.0	55.0	802	4.3	4.34	2.68
1.11	Premium	H	VS2	61.1	59.0	6527	6.66	6.63	4.06
1.54	Premium	H	VS2	61.9	59.0	11663	7.31	7.33	4.53
0.5	Premium	E	SI1	62.0	59.0	1415	5.1	5.06	3.15
0.3	Good	H	VS1	63.1	57.0	526	4.24	4.26	2.68
0.32	Ideal	G	IF	61.5	55.0	905	4.4	4.42	2.71
0.7	Ideal	G	VVS1	62.6	57.0	3247	5.65	5.7	3.55
0.36	Ideal	G	VS1	61.6	56.0	932	4.59	4.56	2.82
0.3	Ideal	F	VVS1	61.8	54.0	802	4.33	4.37	2.69
0.5	Premium	G	VS1	62.5	58.0	1746	5.11	5.07	3.18
0.9	Very Good	D	SI1	61.1	63.0	4068	6.17	6.21	3.78
1.03	Premium	J	SI2	62.8	58.0	3634	6.48	6.41	4.05
1.5	Very Good	H	SI1	62.9	57.0	8931	7.24	7.28	4.57
0.7	Ideal	H	SI2	60.6	54.0	1715	5.73	5.65	3.45
1.01	Fair	H	VS1	61.4	66.0	5062	6.34	6.24	3.87
0.35	Ideal	D	VS2	60.6	57.0	964	4.63	4.58	2.79
0.51	Premium	E	VS1	61.9	58.0	1928	5.15	5.1	3.17
0.51	Ideal	F	SI2	62.7	57.0	1046	5.08	5.1	3.19
0.56	Ideal	H	VS1	61.1	57.0	1715	5.31	5.34	3.25
0.4	Premium	I	VVS1	62.7	59.0	842	4.67	4.71	2.94
1.01	Premium	H	SI1	61.9	57.0	4949	6.49	6.4	3.99
0.41	Ideal	I	VVS2	62.4	57.0	843	4.68	4.75	2.94
0.7	Good	E	VS1	58.7	60.0	3148	5.79	5.83	3.41
1.2	Very Good	F	VVS1	59.8	63.0	11913	6.82	6.8	4.07
0.55	Very Good	E	SI1	61.0	61.0	1551	5.25	5.3	3.22
0.5	Ideal	D	VVS2	60.4	54.0	2100	5.17	5.23	3.14
0.79	Very Good	F	VS1	58.6	57.0	3398	6.08	6.14	3.58
0.33	Premium	D	VS2	60.7	58.0	1002	4.5	4.46	2.72
1.23	Ideal	D	SI2	60.6	54.0	6289	6.97	7.02	4.24
0.5	Good	E	SI2	58.2	59.0	1098	5.24	5.27	3.06
0.25	Ideal	G	VVS1	61.7	56.0	582	4.05	4.07	2.51
0.26	Ideal	G	VVS1	62.4	56.0	605	4.11	4.14	2.57
1.52	Fair	H	SI2	64.9	58.0	6129	7.16	7.13	4.64
1.01	Ideal	E	SI1	61.9	56.0	5571	6.43	6.47	3.99
0.4	Ideal	F	SI2	62.1	53.0	597	4.76	4.78	2.96
0.78	Premium	D	VS2	63.0	58.0	3473	5.86	5.8	3.67
1.01	Very Good	E	SI1	62.1	56.0	5461	6.43	6.48	4.01
1.0	Fair	G	VS2	64.5	58.0	5161	6.26	6.2	4.02
0.58	Ideal	H	IF	61.6	57.0	2211	5.34	5.37	3.3
1.63	Very Good	E	VS2	61.8	58.0	13555	7.49	7.57	4.65
0.51	Very Good	E	VS2	59.5	63.0	1671	5.22	5.17	3.09
1.01	Premium	G	SI1	62.5	60.0	4672	6.39	6.34	3.98
1.01	Ideal	D	SI1	62.0	55.0	5702	6.39	6.45	3.98
0.42	Premium	D	SI2	62.1	59.0	898	4.82	4.78	2.98
0.41	Premium	F	VVS2	60.6	58.0	1192	4.84	4.79	2.92
0.9	Ideal	G	SI1	62.5	55.0	4260	6.17	6.21	3.87
0.73	Premium	I	VVS2	60.6	58.0	2496	5.78	5.84	3.52
1.72	Premium	H	VS2	61.3	59.0	13609	7.72	7.69	4.72
1.26	Premium	I	VS2	61.2	59.0	6350	7.03	6.9	4.26
0.27	Ideal	E	VVS2	62.2	55.0	622	4.12	4.17	2.58
1.51	Very Good	I	VS1	63.0	59.0	9343	7.28	7.3	4.59
0.7	Very Good	E	SI2	59.6	63.0	2310	5.76	5.71	3.42
1.02	Premium	F	VVS2	62.9	59.0	9103	6.42	6.37	4.02
0.41	Ideal	G	VVS1	61.7	55.0	1230	4.79	4.77	2.95
0.7	Good	I	VS2	57.1	61.0	2010	5.9	5.93	3.38
0.62	Premium	H	IF	58.9	58.0	2389	5.65	5.58	3.31
0.73	Good	E	SI1	63.6	57.0	2821	5.72	5.7	3.63
0.92	Very Good	E	SI2	62.1	58.0	4011	6.18	6.22	3.85
0.28	Very Good	G	VVS2	62.3	56.0	522	4.16	4.19	2.6
0.3	Ideal	D	SI1	62.5	57.0	552	4.29	4.32	2.69
0.57	Very Good	G	SI1	60.4	58.0	1273	5.37	5.42	3.26
1.56	Premium	G	SI1	58.8	57.0	10766	7.68	7.62	4.5
1.7	Ideal	I	VS1	60.1	57.0	12099	7.8	7.77	4.68
0.57	Ideal	E	VS1	61.8	55.0	2192	5.34	5.39	3.32
0.7	Very Good	H	SI2	61.6	56.1	2306	5.72	5.77	3.53
1.24	Very Good	G	SI2	63.3	57.0	4462	6.85	6.79	4.32
0.94	Good	D	SI1	63.6	56.0	4790	6.25	6.2	3.96
0.78	Very Good	H	SI1	63.1	58.0	2600	5.85	5.88	3.7
0.8	Ideal	E	SI2	60.9	57.0	3251	6.0	6.03	3.66
0.42	Ideal	E	VVS1	61.6	56.0	1400	4.81	4.84	2.97
0.81	Premium	F	SI1	61.0	59.0	3230	6.01	5.99	3.66
0.23	Very Good	E	VVS2	60.6	55.0	478	4.02	4.07	2.45
0.79	Very Good	I	SI1	63.3	57.0	2095	5.86	5.83	3.7
1.04	Premium	G	SI2	61.2	58.0	4200	6.5	6.57	4.0
1.22	Ideal	J	VS2	62.1	58.0	5297	6.82	6.84	4.24
0.57	Ideal	F	IF	61.3	56.0	2656	5.32	5.36	3.28
0.23	Very Good	D	VVS2	63.5	58.0	485	3.86	3.89	2.46
2.57	Premium	J	SI1	63.0	58.0	18485	8.77	8.65	5.49
0.41	Premium	E	VS1	62.0	60.0	1153	4.78	4.74	2.95
1.01	Very Good	G	VVS1	61.8	59.0	8373	6.47	6.41	3.98
1.41	Ideal	H	VS1	60.7	56.0	9752	7.31	7.22	1.41
0.97	Ideal	H	VVS1	60.4	57.0	6801	6.4	6.48	3.89
1.24	Premium	E	SI1	58.5	60.0	5775	7.08	7.01	4.11
1.2	Ideal	E	VS2	61.3	56.0	10214	6.89	6.84	4.21
0.75	Fair	F	SI1	64.6	57.0	2700	5.7	5.67	3.67
0.3	Ideal	E	VS2	62.6	56.0	658	4.29	4.33	2.7
0.49	Premium	G	VS2	59.8	59.0	1240	5.16	5.14	3.08
0.9	Ideal	F	VS2	62.7	56.0	4678	6.17	6.2	3.88
1.52	Premium	D	SI1	59.5	61.0	12823	7.5	7.43	4.44
1.22	Premium	G	SI2	60.5	58.0	5739	6.96	6.92	4.2
1.0	Good	E	VVS2	57.8	61.0	8960	6.55	6.46	3.76
0.41	Ideal	J	VS1	62.4	55.0	648	4.75	4.77	2.97
0.3	Very Good	J	SI1	63.4	54.0	450	4.29	4.23	2.7
2.0	Very Good	G	SI1	61.8	61.0	18524	8.0	8.09	4.97
1.06	Premium	F	SI1	61.9	59.0	4155	6.57	6.52	4.05
1.71	Premium	H	SI1	58.1	59.0	9193	7.88	7.81	4.56
1.0	Good	G	VS2	63.1	58.0	5621	6.31	6.39	4.01
0.25	Premium	G	SI2	58.8	60.0	1186	5.33	5.28	3.12
1.7	Premium	G	SI2	62.5	58.0	10574	7.53	7.6	4.73
1.06	Ideal	G	VVS2	60.1	57.0	8626	6.61	6.66	3.99
2.03	Premium	I	SI2	63.0	56.0	13182	8.12	8.05	5.09
2.03	Premium	F	SI1	61.3	59.0	17803	8.15	8.22	5.02
0.71	Ideal	E	VS2	62.0	57.0	3191	5.71	5.74	3.55
0.39	Premium	G	SI1	60.9	58.0	878	4.73	4.7	2.87
0.32	Ideal	I	VS1	60.9	57.0	523	4.43	4.47	2.71
0.4	Ideal	E	VS1	62.5	55.0	947	4.67	4.71	2.93
0.9	Fair	D	VS2	57.4	65.0	4277	6.26	6.29	3.6
0.9	Very Good	E	SI1	63.1	60.0	4092	6.18	6.14	3.89
0.25	Very Good	F	VVS2	63.0	57.0	548	3.98	4.08	2.54
2.01	Premium	I	VS2	62.6	59.0	16778	8.04	8.01	5.02
0.53	Ideal	I	VS2	62.2	56.0	1163	5.15	5.2	3.22
1.21	Ideal	H	VS2	62.9	55.0	7562	6.8	6.75	4.26
0.9	Ideal	J	VS1	62.4	56.0	3498	6.15	6.18	3.85
0.41	Ideal	D	SI2	62.6	55.0	683	4.76	4.8	2.99
1.0	Good	D	SI1	64.3	62.0	4312	6.18	6.13	3.96
1.04	Ideal	I	SI1	61.4	55.0	4423	6.5	6.59	4.02
0.37	Ideal	E	VS2	61.0	56.0	737	4.62	4.66	2.83
0.5	Very Good	E	VS2	63.4	59.0	1629	5.09	5.06	3.22
0.31	Premium	H	VS1	59.9	59.0	544	4.38	4.4	2.63
0.73	Ideal	D	SI2	61.8	57.0	2671	5.75	5.78	3.56
0.7	Ideal	I	VS1	62.1	57.0	2398	5.69	5.71	3.54
1.08	Very Good	F	SI2	62.6	56.0	4407	6.55	6.61	4.12
0.3	Premium	G	VVS1	62.6	58.0	1013	4.29	4.27	2.68
0.75	Ideal	D	SI2	60.3	57.0	2726	5.85	5.89	3.54
0.7	Very Good	H	SI1	62.2	56.0	2107	5.64	5.67	3.52
0.79	Very Good	F	SI1	62.8	55.0	2633	5.88	5.94	3.71
0.52	Ideal	E	VS1	62.5	56.0	1793	5.16	5.11	3.21
0.7	Premium	D	SI1	62.1	62.0	2339	5.63	5.58	3.48
0.35	Ideal	F	VVS1	60.6	56.0	994	4.58	4.59	2.78
0.31	Very Good	H	VS2	63.1	57.0	628	4.32	4.27	2.71
0.53	Ideal	D	SI2	61.4	56.0	1314	5.22	5.24	3.21
0.71	Premium	G	SI1	58.5	58.0	2215	5.87	5.82	3.42
1.12	Premium	I	VS2	62.4	58.0	4321	6.63	6.59	4.13
0.41	Good	E	SI2	63.8	57.0	818	4.75	4.68	3.01
0.75	Fair	J	VS1	61.9	67.0	1869	5.8	5.7	3.56
0.3	Ideal	I	VVS2	62.0	56.0	515	4.29	4.32	2.67
0.7	Very Good	G	VS2	58.2	59.0	2513	5.87	5.95	3.44
0.7	Premium	F	SI1	61.5	57.0	2354	5.74	5.68	3.51
0.53	Premium	E	SI2	62.2	57.0	984	5.2	5.16	3.22
1.55	Premium	I	SI2	61.5	58.0	7256	7.39	7.46	4.57
0.4	Ideal	D	SI1	60.6	57.0	690	4.75	4.82	2.9
0.9	Very Good	H	VS2	61.2	61.0	3878	6.14	6.21	3.78
1.01	Ideal	H	SI1	62.6	55.0	4513	6.42	6.36	4.0
0.33	Ideal	I	IF	61.2	56.0	862	4.46	4.49	2.74
0.31	Ideal	E	VVS2	59.9	62.0	755	4.4	4.41	2.64
0.3	Ideal	G	VS1	62.4	57.0	624	4.3	4.32	2.69
0.52	Very Good	G	SI1	62.8	61.0	1244	5.11	5.14	3.22
0.34	Good	E	VS2	63.8	56.0	696	4.44	4.49	2.85
0.33	Premium	D	SI1	60.3	58.0	780	4.49	4.47	2.7
1.34	Ideal	G	SI2	62.0	55.0	5358	7.06	7.03	4.37
0.55	Very Good	J	VS2	62.9	54.0	1179	5.23	5.29	3.31
1.01	Premium	D	SI2	58.9	59.0	3337	6.54	6.49	3.84
0.31	Ideal	E	VVS1	61.6	57.0	903	4.38	4.36	2.69
0.71	Very Good	H	VVS1	62.7	57.0	2938	5.66	5.72	3.57
0.32	Premium	H	VS1	61.3	60.0	561	4.33	4.38	2.67
0.61	Good	D	SI2	59.8	62.0	1423	5.48	5.53	3.29
0.59	Ideal	I	VS1	61.8	55.0	1401	5.41	5.43	3.35
0.25	Very Good	F	VVS1	61.8	55.0	633	4.06	4.09	2.52
0.3	Ideal	F	VVS2	62.5	56.0	694	4.28	4.33	2.69
0.4	Good	E	SI1	63.5	55.0	687	4.67	4.71	2.98
1.51	Premium	J	VS2	63.0	57.0	7455	7.38	7.29	4.62
0.7	Premium	F	VVS2	62.2	58.0	2975	5.72	5.66	3.54
1.52	Premium	D	VS1	61.0	59.0	17723	7.48	7.53	4.5
0.36	Premium	D	VS2	60.5	58.0	1094	4.63	4.6	2.79
1.49	Ideal	F	I1	62.6	54.0	6175	7.31	7.28	4.57
0.31	Premium	D	VVS2	61.7	58.0	988	4.39	4.33	2.69
0.24	Very Good	E	VVS2	62.1	59.0	471	3.95	4.0	2.47
0.92	Good	D	SI1	63.6	57.0	4086	6.14	6.09	3.89
1.01	Good	H	I1	64.2	61.0	2846	6.25	6.18	3.99
1.52	Ideal	F	SI2	61.2	57.0	9057	7.45	7.39	4.54
1.13	Premium	G	SI1	60.9	58.0	5600	6.75	6.72	4.1
0.71	Ideal	D	SI1	61.2	53.0	2531	5.8	5.76	3.54
0.24	Ideal	F	VS1	61.8	54.0	572	3.99	4.03	2.48
0.93	Ideal	E	SI1	61.9	55.0	4511	6.26	6.31	3.89
0.94	Premium	F	SI2	62.2	59.0	4230	6.27	6.23	3.89
0.41	Ideal	F	VS2	62.6	57.0	1107	4.79	4.76	2.99
0.43	Ideal	G	SI1	61.5	57.0	790	4.84	4.87	2.98
0.74	Ideal	E	VS1	62.2	55.0	3888	5.79	5.82	3.61
1.5	Premium	I	SI2	62.9	57.0	6132	7.28	7.26	4.57
2.01	Very Good	E	SI1	62.7	57.0	17676	8.03	8.11	5.06
1.54	Premium	J	VS2	59.3	59.0	6202	7.54	7.5	4.46
0.23	Ideal	F	VVS2	60.9	57.0	530	3.95	3.97	2.41
0.4	Very Good	D	VS2	62.8	56.0	918	4.71	4.75	2.97
0.7	Very Good	D	SI1	62.5	63.0	2318	5.7	5.63	3.54
0.8	Ideal	F	SI2	62.4	57.0	2529	5.92	5.97	3.71
0.54	Ideal	D	VS2	61.1	57.0	1892	5.19	5.29	3.2
